chất lượng có không tốt không xấu.,NEU,3
Tôi thấy cửa hàng tương đối đạt yêu cầu.,NEU,3
cửa hàng này cũng không tốt không xấu.,NEU,3
sản phẩm thấy không tốt không xấu.,NEU,3
dịch vụ được không tốt không xấu.,NEU,3
Tôi thấy website khá ổn.,NEU,3
Tôi thấy cửa hàng khá thông thường.,NEU,3
sản phẩm thấy bình thường.,NEU,3
dịch vụ này là chấp nhận được.,NEU,3
Tôi thấy thái độ thấy chấp nhận được.,NEU,3
Tôi thấy đóng gói vẫn ổn.,NEU,3
giá cả được trung bình thôi.,NEU,3
Tôi thấy website tương đối không tốt không xấu.,NEU,3
trải nghiệm này vừa không tốt không xấu.,NEU,3
Tôi thấy dịch vụ vẫn không tốt không xấu.,NEU,3
Tôi thấy website được bình thường.,NEU,3
Tôi thấy đóng gói khá ổn.,NEU,3
cửa hàng được không tốt không xấu thôi.,NEU,3
cửa hàng này được đạt yêu cầu.,NEU,3
thái độ có tạm được.,NEU,3
dịch vụ này có ổn.,NEU,3
website có bình thường.,NEU,3
chất lượng tương đối đạt yêu cầu.,NEU,3
website khá ổn thôi.,NEU,3
website tương đối tạm được.,NEU,3
giao hàng vẫn đạt yêu cầu thôi.,NEU,3
giá cả cũng vừa phải thôi.,NEU,3
cửa hàng thấy bình thường thôi.,NEU,3
website cũng vừa phải.,NEU,3
giá cả vẫn đạt yêu cầu thôi.,NEU,3
trải nghiệm này được vừa phải.,NEU,3
trải nghiệm vẫn ổn.,NEU,3
dịch vụ tương đối chấp nhận được.,NEU,3
dịch vụ khá chấp nhận được thôi.,NEU,3
đóng gói này tương đối tạm được.,NEU,3
Tôi thấy đóng gói được bình thường.,NEU,3
website thấy không tốt không xấu.,NEU,3
sản phẩm vừa ổn.,NEU,3
trải nghiệm này khá không tốt không xấu.,NEU,3
đóng gói tương đối bình thường thôi.,NEU,3
chất lượng này ở mức khá ổn.,NEU,3
đóng gói thấy ổn thôi.,NEU,3
Tôi thấy giao hàng cũng thông thường.,NEU,3
Tôi thấy giá cả tương đối thông thường.,NEU,3
thái độ được trung bình.,NEU,3
dịch vụ khá thông thường.,NEU,3
trải nghiệm này khá trung bình.,NEU,3
cửa hàng này vừa tạm được.,NEU,3
dịch vụ vừa chấp nhận được.,NEU,3
giá cả là thông thường thôi.,NEU,3
Tôi thấy giao hàng vẫn chấp nhận được.,NEU,3
giá cả thấy trung bình thôi.,NEU,3
cửa hàng này khá chấp nhận được.,NEU,3
giao hàng tương đối chấp nhận được thôi.,NEU,3
cửa hàng thấy đạt yêu cầu.,NEU,3
sản phẩm có bình thường.,NEU,3
chất lượng này thấy ổn.,NEU,3
đóng gói được bình thường thôi.,NEU,3
Tôi thấy đóng gói khá bình thường.,NEU,3
đóng gói thấy bình thường.,NEU,3
website vẫn ổn.,NEU,3
cửa hàng này ở mức không tốt không xấu.,NEU,3
chất lượng này được tạm được.,NEU,3
Tôi thấy cửa hàng vẫn ổn.,NEU,3
trải nghiệm này vẫn tạm được.,NEU,3
giá cả vừa vừa phải thôi.,NEU,3
đóng gói này cũng chấp nhận được.,NEU,3
chất lượng cũng đạt yêu cầu thôi.,NEU,3
website được khá ổn.,NEU,3
giá cả cũng chấp nhận được.,NEU,3
giá cả tương đối trung bình thôi.,NEU,3
cửa hàng thấy tạm được.,NEU,3
website cũng thông thường.,NEU,3
website cũng đạt yêu cầu.,NEU,3
chất lượng này là khá ổn.,NEU,3
sản phẩm ở mức thông thường thôi.,NEU,3
giao hàng này vẫn chấp nhận được.,NEU,3
chất lượng này vừa ổn.,NEU,3
giao hàng này khá đạt yêu cầu.,NEU,3
trải nghiệm cũng chấp nhận được.,NEU,3
chất lượng thấy không tốt không xấu.,NEU,3
giao hàng này được khá ổn.,NEU,3
website khá vừa phải.,NEU,3
website khá ổn.,NEU,3
đóng gói cũng trung bình thôi.,NEU,3
Tôi thấy cửa hàng là ổn.,NEU,3
website này cũng tạm được.,NEU,3
Tôi thấy chất lượng vừa ổn.,NEU,3
Tôi thấy đóng gói khá chấp nhận được.,NEU,3
dịch vụ vẫn khá ổn.,NEU,3
sản phẩm vừa khá ổn thôi.,NEU,3
dịch vụ thấy trung bình.,NEU,3
Tôi thấy dịch vụ ở mức không tốt không xấu.,NEU,3
Tôi thấy dịch vụ được đạt yêu cầu.,NEU,3
sản phẩm này có khá ổn.,NEU,3
sản phẩm này vẫn không tốt không xấu.,NEU,3
trải nghiệm này được trung bình.,NEU,3
sản phẩm này có bình thường.,NEU,3
thái độ là đạt yêu cầu thôi.,NEU,3
cửa hàng khá đạt yêu cầu thôi.,NEU,3
giao hàng này ở mức khá ổn.,NEU,3
Tôi thấy cửa hàng tương đối thông thường.,NEU,3
thái độ này vẫn khá ổn.,NEU,3
sản phẩm thấy ổn.,NEU,3
dịch vụ có vừa phải.,NEU,3
giao hàng tương đối khá ổn thôi.,NEU,3
Tôi thấy giao hàng vẫn khá ổn.,NEU,3
trải nghiệm này tương đối chấp nhận được.,NEU,3
chất lượng này thấy khá ổn.,NEU,3
Tôi thấy giao hàng thấy bình thường.,NEU,3
thái độ vẫn không tốt không xấu.,NEU,3
Tôi thấy website có bình thường.,NEU,3
website này vẫn không tốt không xấu.,NEU,3
Tôi thấy website thấy thông thường.,NEU,3
giao hàng được chấp nhận được thôi.,NEU,3
chất lượng thấy chấp nhận được.,NEU,3
Tôi thấy giao hàng có vừa phải.,NEU,3
trải nghiệm ở mức tạm được thôi.,NEU,3
thái độ này cũng thông thường.,NEU,3
cửa hàng này vừa vừa phải.,NEU,3
đóng gói này tương đối chấp nhận được.,NEU,3
chất lượng cũng tạm được thôi.,NEU,3
thái độ này cũng tạm được.,NEU,3
chất lượng này ở mức đạt yêu cầu.,NEU,3
sản phẩm được trung bình thôi.,NEU,3
chất lượng có đạt yêu cầu.,NEU,3
giá cả khá bình thường.,NEU,3
chất lượng này vẫn tạm được.,NEU,3
trải nghiệm vừa ổn.,NEU,3
chất lượng tương đối thông thường thôi.,NEU,3
chất lượng này ở mức bình thường.,NEU,3
đóng gói vừa chấp nhận được thôi.,NEU,3
thái độ này khá ổn.,NEU,3
thái độ khá thông thường thôi.,NEU,3
đóng gói này là vừa phải.,NEU,3
đóng gói cũng ổn thôi.,NEU,3
giao hàng này cũng trung bình.,NEU,3
thái độ tương đối thông thường.,NEU,3
chất lượng vừa chấp nhận được.,NEU,3
dịch vụ này có vừa phải.,NEU,3
giá cả có ổn thôi.,NEU,3
trải nghiệm này khá đạt yêu cầu.,NEU,3
giá cả này khá không tốt không xấu.,NEU,3
cửa hàng này ở mức bình thường.,NEU,3
Tôi thấy thái độ ở mức bình thường.,NEU,3
Tôi thấy cửa hàng có chấp nhận được.,NEU,3
Tôi thấy cửa hàng cũng ổn.,NEU,3
sản phẩm có chấp nhận được thôi.,NEU,3
giá cả được chấp nhận được thôi.,NEU,3
thái độ khá đạt yêu cầu thôi.,NEU,3
đóng gói là bình thường thôi.,NEU,3
Tôi thấy đóng gói vẫn ổn.,NEU,3
Tôi thấy đóng gói tương đối đạt yêu cầu.,NEU,3
trải nghiệm khá khá ổn.,NEU,3
chất lượng vừa ổn thôi.,NEU,3
cửa hàng tương đối bình thường thôi.,NEU,3
đóng gói này là vừa phải.,NEU,3
giao hàng là ổn thôi.,NEU,3
sản phẩm vừa tạm được.,NEU,3
giao hàng được tạm được.,NEU,3
giá cả khá thông thường thôi.,NEU,3
cửa hàng cũng ổn.,NEU,3
sản phẩm này là không tốt không xấu.,NEU,3
Tôi thấy giao hàng thấy vừa phải.,NEU,3
giao hàng ở mức ổn.,NEU,3
chất lượng ở mức không tốt không xấu.,NEU,3
Tôi thấy giao hàng thấy không tốt không xấu.,NEU,3
thái độ là khá ổn.,NEU,3
cửa hàng là ổn.,NEU,3
trải nghiệm được tạm được.,NEU,3
giá cả này có bình thường.,NEU,3
dịch vụ được trung bình.,NEU,3
cửa hàng này tương đối khá ổn.,NEU,3
Tôi thấy dịch vụ vẫn đạt yêu cầu.,NEU,3
đóng gói là chấp nhận được thôi.,NEU,3
giá cả này tương đối thông thường.,NEU,3
trải nghiệm ở mức tạm được.,NEU,3
trải nghiệm được bình thường thôi.,NEU,3
giá cả được ổn thôi.,NEU,3
cửa hàng này tương đối đạt yêu cầu.,NEU,3
giao hàng là thông thường thôi.,NEU,3
chất lượng là tạm được thôi.,NEU,3
Tôi thấy giá cả vừa chấp nhận được.,NEU,3
website được bình thường.,NEU,3
thái độ là không tốt không xấu thôi.,NEU,3
Tôi thấy trải nghiệm được bình thường.,NEU,3
website này vừa vừa phải.,NEU,3
Tôi thấy website cũng tạm được.,NEU,3
giao hàng là vừa phải thôi.,NEU,3
đóng gói vừa bình thường thôi.,NEU,3
Tôi thấy giá cả khá đạt yêu cầu.,NEU,3
thái độ tương đối bình thường.,NEU,3
giá cả vẫn không tốt không xấu.,NEU,3
giá cả này vẫn chấp nhận được.,NEU,3
Tôi thấy giao hàng vẫn ổn.,NEU,3
dịch vụ có trung bình thôi.,NEU,3
giao hàng này cũng ổn.,NEU,3
giao hàng vẫn ổn thôi.,NEU,3
Tôi thấy trải nghiệm thấy đạt yêu cầu.,NEU,3
Tôi thấy chất lượng là khá ổn.,NEU,3
cửa hàng là khá ổn.,NEU,3
thái độ tương đối ổn thôi.,NEU,3
Tôi thấy trải nghiệm thấy không tốt không xấu.,NEU,3
thái độ ở mức đạt yêu cầu.,NEU,3
giao hàng vừa khá ổn.,NEU,3
cửa hàng tương đối tạm được thôi.,NEU,3
Tôi thấy cửa hàng ở mức ổn.,NEU,3
website vẫn chấp nhận được.,NEU,3
đóng gói có thông thường thôi.,NEU,3
giá cả tương đối trung bình thôi.,NEU,3
đóng gói này tương đối chấp nhận được.,NEU,3
Tôi thấy giá cả có ổn.,NEU,3
trải nghiệm có khá ổn thôi.,NEU,3
trải nghiệm cũng thông thường.,NEU,3
thái độ được trung bình.,NEU,3
giao hàng được trung bình.,NEU,3
sản phẩm tương đối không tốt không xấu thôi.,NEU,3
Tôi thấy dịch vụ tương đối ổn.,NEU,3
sản phẩm tương đối đạt yêu cầu thôi.,NEU,3
sản phẩm tương đối tạm được thôi.,NEU,3
giá cả là trung bình thôi.,NEU,3
thái độ cũng vừa phải.,NEU,3
cửa hàng này khá khá ổn.,NEU,3
đóng gói này vẫn không tốt không xấu.,NEU,3
website này thấy đạt yêu cầu.,NEU,3
đóng gói này thấy vừa phải.,NEU,3
thái độ này thấy ổn.,NEU,3
chất lượng này cũng đạt yêu cầu.,NEU,3
chất lượng thấy trung bình.,NEU,3
website này là bình thường.,NEU,3
Tôi thấy đóng gói vừa chấp nhận được.,NEU,3
đóng gói được chấp nhận được thôi.,NEU,3
giá cả ở mức bình thường thôi.,NEU,3
dịch vụ vừa khá ổn.,NEU,3
giao hàng tương đối vừa phải.,NEU,3
Tôi thấy sản phẩm cũng bình thường.,NEU,3
sản phẩm được tạm được thôi.,NEU,3
website ở mức vừa phải thôi.,NEU,3
dịch vụ này có đạt yêu cầu.,NEU,3
Tôi thấy giá cả là không tốt không xấu.,NEU,3
giá cả thấy không tốt không xấu.,NEU,3
giá cả vẫn thông thường thôi.,NEU,3
chất lượng thấy ổn thôi.,NEU,3
giao hàng ở mức tạm được thôi.,NEU,3
Tôi thấy giao hàng tương đối ổn.,NEU,3
trải nghiệm vẫn trung bình.,NEU,3
trải nghiệm thấy trung bình.,NEU,3
giá cả có đạt yêu cầu thôi.,NEU,3
Tôi thấy thái độ thấy trung bình.,NEU,3
Tôi thấy thái độ vừa vừa phải.,NEU,3
sản phẩm vừa không tốt không xấu.,NEU,3
Tôi thấy đóng gói được ổn.,NEU,3
Tôi thấy sản phẩm vẫn thông thường.,NEU,3
giao hàng vẫn không tốt không xấu.,NEU,3
dịch vụ này ở mức thông thường.,NEU,3
đóng gói tương đối ổn thôi.,NEU,3
sản phẩm là bình thường.,NEU,3
giá cả là thông thường thôi.,NEU,3
giá cả này ở mức khá ổn.,NEU,3
giao hàng này được trung bình.,NEU,3
cửa hàng có thông thường thôi.,NEU,3
Tôi thấy website khá thông thường.,NEU,3
Tôi thấy website ở mức chấp nhận được.,NEU,3
cửa hàng cũng thông thường.,NEU,3
sản phẩm ở mức bình thường.,NEU,3
đóng gói vừa đạt yêu cầu thôi.,NEU,3
Tôi thấy cửa hàng cũng vừa phải.,NEU,3
chất lượng được vừa phải thôi.,NEU,3
sản phẩm này thấy vừa phải.,NEU,3
đóng gói này được đạt yêu cầu.,NEU,3
sản phẩm là vừa phải.,NEU,3
đóng gói có đạt yêu cầu thôi.,NEU,3
đóng gói này cũng bình thường.,NEU,3
trải nghiệm là bình thường.,NEU,3
chất lượng có tạm được thôi.,NEU,3
dịch vụ thấy không tốt không xấu.,NEU,3
Tôi thấy cửa hàng thấy bình thường.,NEU,3
Tôi thấy chất lượng thấy tạm được.,NEU,3
cửa hàng này ở mức ổn.,NEU,3
Tôi thấy cửa hàng khá trung bình.,NEU,3
giao hàng thấy khá ổn thôi.,NEU,3
trải nghiệm được chấp nhận được.,NEU,3
giá cả này tương đối thông thường.,NEU,3
giá cả là chấp nhận được thôi.,NEU,3
chất lượng khá chấp nhận được thôi.,NEU,3
giao hàng là không tốt không xấu.,NEU,3
giao hàng vẫn chấp nhận được thôi.,NEU,3
giao hàng này khá vừa phải.,NEU,3
Tôi thấy giá cả là thông thường.,NEU,3
dịch vụ là trung bình thôi.,NEU,3
giá cả khá đạt yêu cầu.,NEU,3
giao hàng cũng đạt yêu cầu thôi.,NEU,3
dịch vụ ở mức ổn.,NEU,3
website này ở mức không tốt không xấu.,NEU,3
dịch vụ khá không tốt không xấu.,NEU,3
Tôi thấy đóng gói ở mức thông thường.,NEU,3
trải nghiệm vừa thông thường.,NEU,3
dịch vụ này là không tốt không xấu.,NEU,3
dịch vụ vừa trung bình.,NEU,3
Tôi thấy cửa hàng khá thông thường.,NEU,3
website này có thông thường.,NEU,3
Tôi thấy giá cả được khá ổn.,NEU,3
Tôi thấy giá cả tương đối không tốt không xấu.,NEU,3
Tôi thấy đóng gói vẫn đạt yêu cầu.,NEU,3
Tôi thấy website khá ổn.,NEU,3
giao hàng ở mức tạm được thôi.,NEU,3
giá cả này là thông thường.,NEU,3
đóng gói thấy khá ổn.,NEU,3
đóng gói ở mức đạt yêu cầu thôi.,NEU,3
giá cả là trung bình thôi.,NEU,3
dịch vụ thấy trung bình.,NEU,3
Tôi thấy giá cả cũng đạt yêu cầu.,NEU,3
cửa hàng thấy khá ổn.,NEU,3
đóng gói này cũng bình thường.,NEU,3
sản phẩm này tương đối vừa phải.,NEU,3
Tôi thấy giao hàng ở mức ổn.,NEU,3
trải nghiệm thấy vừa phải thôi.,NEU,3
đóng gói này tương đối trung bình.,NEU,3
chất lượng tương đối ổn thôi.,NEU,3
đóng gói là chấp nhận được thôi.,NEU,3
Tôi thấy trải nghiệm được chấp nhận được.,NEU,3
website này là không tốt không xấu.,NEU,3
đóng gói vẫn khá ổn thôi.,NEU,3
Tôi thấy chất lượng vừa chấp nhận được.,NEU,3
Tôi thấy giao hàng khá đạt yêu cầu.,NEU,3
cửa hàng thấy trung bình.,NEU,3
Tôi thấy thái độ cũng khá ổn.,NEU,3
sản phẩm vẫn không tốt không xấu thôi.,NEU,3
sản phẩm vẫn khá ổn.,NEU,3
giao hàng vẫn vừa phải.,NEU,3
Tôi thấy chất lượng có tạm được.,NEU,3
giá cả này khá chấp nhận được.,NEU,3
cửa hàng này tương đối đạt yêu cầu.,NEU,3
chất lượng vừa trung bình thôi.,NEU,3
đóng gói này thấy không tốt không xấu.,NEU,3
cửa hàng này ở mức khá ổn.,NEU,3
website khá không tốt không xấu.,NEU,3
dịch vụ này ở mức tạm được.,NEU,3
đóng gói vẫn chấp nhận được thôi.,NEU,3
cửa hàng được tạm được.,NEU,3
giá cả là không tốt không xấu.,NEU,3
trải nghiệm ở mức ổn thôi.,NEU,3
Tôi thấy cửa hàng được khá ổn.,NEU,3
giao hàng này vẫn bình thường.,NEU,3
website tương đối khá ổn.,NEU,3
dịch vụ thấy đạt yêu cầu.,NEU,3
dịch vụ này vẫn tạm được.,NEU,3
dịch vụ tương đối ổn.,NEU,3
Tôi thấy sản phẩm vừa vừa phải.,NEU,3
Tôi thấy thái độ có đạt yêu cầu.,NEU,3
website này ở mức tạm được.,NEU,3
chất lượng ở mức khá ổn thôi.,NEU,3
Tôi thấy giá cả là vừa phải.,NEU,3
Tôi thấy giá cả khá chấp nhận được.,NEU,3
thái độ khá thông thường thôi.,NEU,3
Tôi thấy website khá vừa phải.,NEU,3
dịch vụ thấy vừa phải.,NEU,3
website này được thông thường.,NEU,3
đóng gói cũng vừa phải.,NEU,3
dịch vụ này cũng chấp nhận được.,NEU,3
Tôi thấy cửa hàng thấy khá ổn.,NEU,3
website có trung bình.,NEU,3
Tôi thấy giao hàng tương đối trung bình.,NEU,3
dịch vụ này có thông thường.,NEU,3
thái độ vẫn bình thường thôi.,NEU,3
chất lượng vẫn vừa phải thôi.,NEU,3
trải nghiệm là trung bình thôi.,NEU,3
giao hàng này tương đối tạm được.,NEU,3
sản phẩm khá ổn thôi.,NEU,3
Tôi thấy đóng gói khá bình thường.,NEU,3
giá cả thấy chấp nhận được thôi.,NEU,3
Tôi thấy dịch vụ cũng không tốt không xấu.,NEU,3
giao hàng cũng ổn.,NEU,3
giá cả này có thông thường.,NEU,3
đóng gói này vẫn chấp nhận được.,NEU,3
Tôi thấy sản phẩm cũng chấp nhận được.,NEU,3
Tôi thấy trải nghiệm vẫn chấp nhận được.,NEU,3
Tôi thấy dịch vụ khá ổn.,NEU,3
cửa hàng ở mức khá ổn thôi.,NEU,3
dịch vụ cũng ổn thôi.,NEU,3
đóng gói này có đạt yêu cầu.,NEU,3
đóng gói vừa trung bình thôi.,NEU,3
đóng gói thấy thông thường.,NEU,3
Tôi thấy giao hàng có đạt yêu cầu.,NEU,3
Tôi thấy sản phẩm có không tốt không xấu.,NEU,3
đóng gói cũng trung bình.,NEU,3
cửa hàng là khá ổn thôi.,NEU,3
đóng gói ở mức bình thường thôi.,NEU,3
chất lượng vừa không tốt không xấu.,NEU,3
dịch vụ vừa khá ổn thôi.,NEU,3
giao hàng vẫn trung bình thôi.,NEU,3
giao hàng vẫn trung bình.,NEU,3
giao hàng này cũng khá ổn.,NEU,3
thái độ vẫn ổn thôi.,NEU,3
trải nghiệm này là tạm được.,NEU,3
cửa hàng được bình thường thôi.,NEU,3
Tôi thấy giao hàng là bình thường.,NEU,3
thái độ ở mức khá ổn.,NEU,3
giao hàng này tương đối vừa phải.,NEU,3
Tôi thấy trải nghiệm thấy khá ổn.,NEU,3
đóng gói này được bình thường.,NEU,3
Tôi thấy trải nghiệm khá không tốt không xấu.,NEU,3
sản phẩm tương đối chấp nhận được thôi.,NEU,3
sản phẩm ở mức chấp nhận được thôi.,NEU,3
Tôi thấy chất lượng cũng đạt yêu cầu.,NEU,3
thái độ này khá thông thường.,NEU,3
đóng gói có đạt yêu cầu.,NEU,3
dịch vụ này tương đối vừa phải.,NEU,3
giao hàng này khá ổn.,NEU,3
chất lượng này vẫn chấp nhận được.,NEU,3
Tôi thấy giao hàng vẫn tạm được.,NEU,3
trải nghiệm thấy không tốt không xấu thôi.,NEU,3
đóng gói được ổn thôi.,NEU,3
dịch vụ thấy thông thường.,NEU,3
đóng gói vẫn bình thường thôi.,NEU,3
đóng gói này vừa chấp nhận được.,NEU,3
Tôi thấy thái độ ở mức khá ổn.,NEU,3
Tôi thấy chất lượng cũng trung bình.,NEU,3
website này khá khá ổn.,NEU,3
Tôi thấy đóng gói tương đối đạt yêu cầu.,NEU,3
Tôi thấy chất lượng khá bình thường.,NEU,3
giá cả tương đối trung bình thôi.,NEU,3
chất lượng là chấp nhận được thôi.,NEU,3
website vẫn vừa phải thôi.,NEU,3
thái độ tương đối chấp nhận được.,NEU,3
Tôi thấy giao hàng khá không tốt không xấu.,NEU,3
đóng gói này tương đối khá ổn.,NEU,3
giao hàng này cũng đạt yêu cầu.,NEU,3
Tôi thấy đóng gói vẫn vừa phải.,NEU,3
giá cả cũng không tốt không xấu.,NEU,3
giao hàng là chấp nhận được thôi.,NEU,3
cửa hàng này tương đối thông thường.,NEU,3
sản phẩm cũng khá ổn.,NEU,3
website thấy bình thường thôi.,NEU,3
sản phẩm cũng chấp nhận được.,NEU,3
chất lượng này được vừa phải.,NEU,3
Tôi thấy giao hàng được đạt yêu cầu.,NEU,3
cửa hàng cũng chấp nhận được.,NEU,3
website này vừa khá ổn.,NEU,3
sản phẩm vừa thông thường thôi.,NEU,3
trải nghiệm vừa tạm được thôi.,NEU,3
